Date,Reviews,Username,Stars,Helpful
4-Aug-18,"I still like it a lot... But when I tried another app, I realised this one could be better. Maybe it's me who doesn't know how to use these, but I'd like to see : speed limit and alert, speedometer during trip, being able plan car trip ahead in regards of traffic, more on route notification...",A Google user,Rated 4 stars out of five stars,
4-Aug-18,"Updated on 8/2, app started to glitch and search won't work",Tranquilino Garza,Rated 1 stars out of five stars,1
31-Jul-18,"App consistently gives incorrect directions. Hopefully ""bug fixes"" fixed this. Wish it gave alternate routes easier.",A Google user,Rated 3 stars out of five stars,12
2-Aug-18,Why for last update i had e problem log in. The apps didn't open and very slow respons even i am using wifi.??? Please fix this problem,laros kantring,Rated 1 stars out of five stars,
1-Aug-18,Don't like ads. I'll even use an inferior product to avoid the ads. Buttons don't seem to work any more either.,Phil S,Rated 2 stars out of five stars,
4-Aug-18,"Great app... Be nice to have a speedometer and road speed limits shown, also a quicker one touch to find things along route, like petrol stations rather than going through about 3 menus!",Dave,Rated 4 stars out of five stars,
3-Aug-18,"This app helps save me so much time on my trips. I'm able to check the traffic around the Chicago land area, and take the best possible route. This way I save a lot of hours of driving throughout the week, plan my trip, and arrive at my destination in the most timely way. This app is better in e...
Full Review",Sean Molinari,Rated 5 stars out of five stars,
4-Aug-18,It won't let me open it. It's worthless if I can't use it.,Shari Garner,Rated 1 stars out of five stars,1
3-Aug-18,"Keeps showing ""can't connect"" even when my internet/data connection is super fast with everything else.",A Google user,Rated 1 stars out of five stars,
5-Aug-18,"Some time we need shortest rout, unfortunately we didn't find the same. No comparison of routs available.",A Google user,Rated 5 stars out of five stars,
6-Aug-18,The app has become very slow after the recent interface changes. There is a remarkable degrade in the load times,Venkata Sri Pavan Bapanapalli,Rated 3 stars out of five stars,
1-Aug-18,"This app is great when it actually works. It is taking so long to load that I've started driving and hoping that it loads in time. I've even used my car maps and it's 11 years out of date! Before the update I had it set to take me the fastest way possible every time, now it seems to be taking me ...
Full Review",crwdiva,Rated 2 stars out of five stars,
1-Aug-18,I have a suggestion google like right now i am stuck in road jam and i can see there is red link till 500 meter and then road is clear . So you can take human help for those who has crossed the stuck point and it can show on other users about reason of jam,Aditya Kaushal,Rated 5 stars out of five stars,
7-Aug-18,"Blocks reviews, you see it on your device, now find it on another device. Not displayed. The software intrudes on asking with a pop up if you know the place each and everytime. What you want is not what I want.",Engineering Officer,Rated 1 stars out of five stars,
3-Aug-18,"The best ever and there is no alternative for Google maps but I would suggest to add floating transport especially for public transport, where one can see which stop the bus etc is and what will be next stop to get off the bus etc.",Kaleem Ullah,Rated 5 stars out of five stars,
2-Aug-18,Please update asap... I want preview video of anywhere. When I'm track a person in map. Make CCTV system too. Wanna see person in map video track time.,Angel Wars,Rated 5 stars out of five stars,2
6-Aug-18,"Just a suggestion. It would be nice if I could report real-time traffic conditions using Google Maps. The app WAZE has that feature, but I don't want to use Waze",A Google user,Rated 4 stars out of five stars,
1-Aug-18,"This is the biggest waste of time downloading this app everytime you go somewhere it sends you the longest way possible you always have to zoom out to see the fastest way and it always want you to take the longest way like if it was designed by the gas company for you to waste gas complete waste ...
Full Review",gerardo gonzalez,Rated 1 stars out of five stars,
4-Aug-18,The road/lane hard to see. Especially when broad daylight. Make a different color. Like grey for the road. That would be much better.,rex salamander,Rated 3 stars out of five stars,
2-Aug-18,"When Im local guide and want add new places what not exist yet google does not accept any new places what I add, or if I fix some places information not ever accept, what that? Very futile just keep your wrong informations then and your missing places ",Habibah Sabirah,Rated 2 stars out of five stars,
3-Aug-18,Everything is perfect except that timeline is not accurate at all. it doesn't show exact route even on my pixel 2xl,Danger Void,Rated 4 stars out of five stars,
7-Aug-18,"In Norway many public transport routes are missing. And the explore function got worse, now I can't look for categories like recommended by locals or cheap eats, I can only look for food type or score. Disappointed",Andrea Rossi,Rated 2 stars out of five stars,
1-Aug-18,"Hi google admin?? Do you guys jet realise that Kosovo is Independent Reepublic a decade now, you have to get reed of that Cyrillic slavic writings in Kosovo region on maps, bcz kosovar albanians read&write native Latin writing text.",A Google user,Rated 3 stars out of five stars,
1-Aug-18,Its a ok but it shows somw time wrong location and while taking a u turn its direction changes also google team u neend wrk more,NUMAN PATHAN,Rated 3 stars out of five stars,
3-Aug-18,"I like to know about our beautiful planet as much as i can. This app lets me do it. Just, i would suggest to enrich the details of physical map. I implore Google map team to show names of all the rivers , mountains , forests ,ponds and similar nature made structures.",Raghavendra Pratap Narayna,Rated 5 stars out of five stars,
5-Aug-18,"there is a bug or issues on OPPO. when I search for a place nearby me. I click on direction. how come I have to enter from where to destination. it wasn't like this before. before when I click on direction. from where is automatic from my location GPS. seriously if you don't fix soon. if I'm hav...
Full Review",Allen Walker,Rated 1 stars out of five stars,
3-Aug-18,"It is not good app , it is not showing my current location . Please improve it first .",A Google user,Rated 1 stars out of five stars,2
2-Aug-18,"Its awesome app, but i thought there is a feature missing for air pollution check, you should provide us quickly.... Thanks.",Sam Abbas,Rated 5 stars out of five stars,2
6-Aug-18,"When I put avoid tolls into the route options it still took me through a toll. Not happy, and it seems they may be in cahoots with the Toll companies..will be trying Waze..",Simon B,Rated 3 stars out of five stars,
